endpoint,column_name,data_type,pretty_name,definition,is_required
v2/revenue/rcm,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v2/revenue/rcm,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v2/revenue/rcm,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/accounting/od/interest_uninvested,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/accounting/od/interest_uninvested,department_id,STRING,Department ID,The Department Identifier code associated with the borrowing account number.,FALSE
v2/accounting/od/interest_uninvested,fund_id,STRING,Fund ID,The General Ledger borrowing account number.,FALSE
v2/accounting/od/interest_uninvested,interest_payable_amt,CURRENCY,Interest Payable Amount,"The amount of interest owed by Treasury's Credit Reform: Interest Paid on Uninvested Funds (020X1880) account to borrowing accounts that fall under the Federal Credit Reform Act of 1990, as amended (FCRA) as of the last calendar day of the most recent quarter.  The amounts for the first three quarters of the Fiscal Year are estimated while the amounts for the fourth quarter are zero as all of the interest is collected by September 30 each fiscal year.",FALSE
v2/accounting/od/interest_uninvested,interest_expense_amt,CURRENCY,Interest Expense Amount,"The amount of Treasury's Interest Expense for its Credit Reform: Interest Paid on Uninvested Funds (020X1880) account associated with borrowing accounts that fall under the Federal Credit Reform Act of 1990, as amended (FCRA) as of the last calendar day of the most recent quarter.  The amounts for the first three quarters of the Fiscal Year are estimated while the amounts for the fourth quarter are actual as all of the interest is collected by September 30 each fiscal year.",FALSE
v2/accounting/od/interest_uninvested,agency_nm,STRING,Agency Name,Name of agency.,FALSE
v2/accounting/od/interest_uninvested,tas_desc,STRING,Treasury Account Symbol,"Treasury Account Symbol (TAS), representing individual appropriation, receipt, and other fund accounts for agencies and bureaus.",FALSE
v2/accounting/od/interest_uninvested,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v2/accounting/od/interest_uninvested,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v2/accounting/od/interest_uninvested,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v2/accounting/od/interest_uninvested,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v2/accounting/od/interest_uninvested,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v2/accounting/od/interest_uninvested,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v2/accounting/od/interest_uninvested,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/accounting/od/interest_cost_fund,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/accounting/od/interest_cost_fund,fund_id,STRING,Fund ID,"Treasury Account Symbol (TAS), representing individual appropriation, receipt, and other fund accounts for agencies and bureaus.",TRUE
v2/accounting/od/interest_cost_fund,fund_desc,STRING,Fund Description,Account Name,TRUE
v2/accounting/od/interest_cost_fund,cost_type_desc,STRING,Cost Type Description,The type of cost based accounting method used (cash or accrual basis).,TRUE
v2/accounting/od/interest_cost_fund,net_premium_amt,CURRENCY,Net Premium Amount,"For cash basis accounts, the net premium amount represents the net of premiums paid and collected for an account.  A positive value indicates that the value of premiums paid was greater than the value of premiums collected.  For accrual basis accounts, the net premium amount represents the amount of premiums amortized.  Investment accounts pay a premium on non-marketable securities when the purchase price exceeds $100 on the specific security being purchased.",FALSE
v2/accounting/od/interest_cost_fund,net_discount_amt,CURRENCY,Net Discount Amount,"For cash basis accounts, the net discount amount represents the net of discounts deferred and collected for an account.  A positive value indicates that the value of discounts deferred was greater than the value of discounts collected.  For accrual basis accounts, the net premium amount represents the amount of discounts amortized.  Investment accounts receive initial discount at time of purchase when the purchase price is below $100 for the specific security being purchased. The initial discount is reported when the non-marketable security matures.",FALSE
v2/accounting/od/interest_cost_fund,accrued_int_amt,CURRENCY,Accrued Interest Amount,The amount of interest accrued owed by Treasury to the investing agency as of the month-end date of the report.,FALSE
v2/accounting/od/interest_cost_fund,interest_paid_amt,CURRENCY,Interest Paid Amount,The amount of interest paid by Treasury to investment accounts during the period reported.,FALSE
v2/accounting/od/interest_cost_fund,inflation_comp_amt,CURRENCY,Inflation Compensation Amount,The amount of Inflation/deflation for investment accounts that had investments in Treasury Inflation Protection Securities (TIPS) during the period reported. Positive amounts reflect inflation and negative amounts reflect deflation.,FALSE
v2/accounting/od/interest_cost_fund,month_total_amt,CURRENCY,Monthly Total Amount,"Net change for the month in premiums, discounts, accrued interest collected, interest payments and inflation compensation for a given account.",FALSE
v2/accounting/od/interest_cost_fund,fytd_total_amt,CURRENCY,Fiscal Year to Date Total Amount,"Net changes for the fiscal year to date in premiums, discounts, accrued interest collected, interest payments and inflation compensation for a given account.",FALSE
v2/accounting/od/interest_cost_fund,src_line_nbr,INTEGER,Source Line Number,Indicates the row of the corresponding table where the data point can be found.,TRUE
v2/accounting/od/interest_cost_fund,record_fiscal_year,YEAR,Fiscal Year,The fiscal year associated with record_date. The federal government's fiscal year runs from October 1 to September 30.,TRUE
v2/accounting/od/interest_cost_fund,record_fiscal_quarter,QUARTER,Fiscal Quarter Number,"The fiscal quarter associated with record_date. For the federal government these quarters are: Q1 - October to December, Q2 - January to March, Q3 - April to June, Q4 - July to September.",TRUE
v2/accounting/od/interest_cost_fund,record_calendar_year,YEAR,Calendar Year,The calendar year associated with record_date.,TRUE
v2/accounting/od/interest_cost_fund,record_calendar_quarter,QUARTER,Calendar Quarter Number,The calendar quarter associated with record_date.,TRUE
v2/accounting/od/interest_cost_fund,record_calendar_month,MONTH,Calendar Month Number,The calendar month associated with record_date.,TRUE
v2/accounting/od/interest_cost_fund,record_calendar_day,DAY,Calendar Day Number,The calendar day associated with record_date.,TRUE
v2/debt/tror,record_date,DATE,Record Date,The date that data was published.,TRUE
v2/debt/tror,receivable_type_description,STRING,Receivable Type Description,"Receivable Type of the row. The three types are Direct Loans, Defaulted Guaranteed Loans and Administrative Receivables.",TRUE
v2/debt/tror,receivable_type_id,STRING,Receivable Type ID,"Receivable Type of the row. The three types are identified by the following letters: D (Direct Loans), F (Defaulted Guaranteed Loans), A (Administrative Receivables).",TRUE
v2/debt/tror,funding_type_description,STRING,Funding Type Description,Funding Type of the row. The two types are Chief Financial Officer (CFO) and Non-CFO.,TRUE
v2/debt/tror,funding_type_id,STRING,Funding Type ID,"Funding Type of the row. The two types are identified by the following numbers: 02 (Non-CFO), 03 (CFO).",TRUE
v2/debt/tror,beginning_fiscal_year_amt,CURRENCY,Beginning Fiscal Year Balance Amount,Total amount of outstanding receivables owed at the beginning of the fiscal year.,TRUE
v2/debt/tror,beginning_fiscal_year_cnt,NUMBER,Beginning Fiscal Year Balance Count,Total count of outstanding receivables owed at the beginning of the fiscal year.,TRUE
v2/debt/tror,new_receivables_amt,CURRENCY,New Receivables Amount,Total amount of new receivables.,TRUE
v2/debt/tror,new_receivables_cnt,NUMBER,New Receivables Count,Total count of new receivables.,TRUE
v2/debt/tror,accruals_amt,CURRENCY,Accruals Amount,Total amount of accruals.,TRUE
v2/debt/tror,collections_total_amt,CURRENCY,Collections on Receivables Amount,Total amount of collections on receivables.,TRUE
v2/debt/tror,collections_agency_amt,CURRENCY,Collections on Receivables by Agency Amount,Amount of collections on receivables by agencies.,TRUE
v2/debt/tror,collections_third_amt,CURRENCY,Collections on Receivables by Third Party Amount,Amount of collections on receivables by third parties.,TRUE
v2/debt/tror,collections_asset_amt,CURRENCY,Collections on Receivables by Asset Sales Amount,Amount of collections on receivables by asset sales.,TRUE
